meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:24.04,01/02/2020,Women 200 Freestyle LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,42,42,482,Kingston,JAM
Neville Alexander Memorial Swim Meet 2019,02:24.04,04/05/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"OFFICER, Safiya",F,28/07/2005,,,42,43,482,Kingston,JAM
CCCAN Championships,02:24.05,24/06/2021,Women 200 Freestyle LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,44,44,482,San Juan,PUR
34th CARIFTA Swimming Championships 2019,02:24.48,21/04/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"FOSTER, Kokolo",F,14/03/2006,,,45,45,478,Bridgetown,BAR
Tornadoes Invitational Swim Meet,02:24.63,26/05/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"FOSTER, Kokolo",F,14/03/2006,,,46,46,476,Kingstown,JAM
34th CARIFTA Swimming Championships 2019,02:25.07,21/04/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"FOSTER, Kokolo",F,14/03/2006,,,47,47,472,Bridgetown,BAR
Walter Rogers Age Group Swimming National Championships 2019,02:25.11,23/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"HEAVEN, Aliyah",F,30/12/2005,,,48,48,471,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,02:25.19,26/01/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"HEAVEN, Aliyah",F,30/12/2005,,,49,49,471,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,02:25.60,26/01/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"OFFICER, Safiya",F,28/07/2005,,,50,50,467,Kingston,JAM
Tornadoes Invitational Swim Meet,02:25.67,26/05/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"OFFICER, Safiya",F,28/07/2005,,,51,51,466,Kingstown,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:25.74,21/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,52,52,465,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:26.22,23/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"FOSTER, Kokolo",F,14/03/2006,,,53,53,461,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:26.23,01/02/2020,Women 200 Freestyle LCM Female,JAM,Jamaica,"FOSTER, Kokolo",F,14/03/2006,,,54,54,461,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,02:26.33,26/01/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"FOSTER, Kokolo",F,14/03/2006,,,55,55,460,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:26.42,01/02/2020,Women 200 Freestyle LCM Female,JAM,Jamaica,"SHIRLEY, Christanya",F,03/12/2007,,,56,56,459,Kingston,JAM
Tornadoes Invitational Swim Meet,02:27.06,26/05/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"HEAVEN, Aliyah",F,30/12/2005,,,57,57,453,Kingstown,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:27.12,01/02/2020,Women 200 Freestyle LCM Female,JAM,Jamaica,"HEAVEN, Aliyah",F,30/12/2005,,,58,58,452,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:27.25,23/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,59,59,451,Kingston,JAM
32nd CCCAN Swimming Championships 2019,02:27.60,30/06/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"FOSTER, Kokolo",F,14/03/2006,,,60,60,448,Bridgetown,BAR
34th CARIFTA Swimming Championships 2019,02:28.60,21/04/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,61,61,439,Bridgetown,BAR
Tornadoes Invitational Swim Meet,02:29.20,26/05/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,62,62,434,Kingstown,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:29.33,23/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,63,63,433,Kingston,JAM
Jamaican Junior National Championships (50m),02:30.04,22/02/2020,Women 200 Freestyle LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,64,64,426,Kingston,JAM
ASATT Invitational Swimming Championships,02:30.08,14/12/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,65,65,426,Balmain,TTO
Walter Rogers Age Group Swimming National Championships 2019,02:31.12,23/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,66,66,417,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:31.65,23/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"BROWN, Saidah",F,04/11/2006,,,67,67,413,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:31.87,01/02/2020,Women 200 Freestyle LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,68,68,411,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:31.95,01/02/2020,Women 200 Freestyle LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,69,69,411,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,02:31.99,26/01/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,70,70,410,Kingston,JAM
Neville Alexander Memorial Swim Meet 2019,02:32.61,05/05/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"OFFICER, Safiya",F,28/07/2005,,,71,71,405,Kingston,JAM
Jamaican Junior National Championships (50m),02:33.10,23/02/2020,Women 200 Freestyle LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,72,72,401,Kingston,JAM
ASATT Invitational Swimming Championships,02:35.20,13/12/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,73,73,385,Balmain,TTO
Tornadoes Invitational Swim Meet,02:36.46,26/05/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"SHIRLEY, Christanya",F,03/12/2007,,,74,74,376,Kingstown,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,02:36.57,25/01/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,75,75,375,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:37.30,21/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,76,76,370,Kingston,JAM
Neville Alexander Memorial Swim Meet 2019,02:39.03,03/05/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"FOSTER, Kokolo",F,14/03/2006,,,77,77,358,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:41.58,24/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,78,78,341,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:44.52,21/02/2019,Women 200 Freestyle LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,79,79,323,Kingston,JAM
