meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
17th Pan American Games 2015,01:04.43,16/07/2015,Women 100 Butterfly LCM Female,JAM,Jamaica,"PATRICK, Trudiann",F,21/09/1995,,,31,31,655,Toronto,CAN
Walter Rogers Age Group Swimming National Championships 2019,01:04.52,23/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,32,32,635,Kingston,JAM
18th Pan American Games 2019,01:04.74,07/08/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"MACDONALD, Emily",F,17/07/2003,,,33,33,629,Lima,PER
34th CARIFTA Swimming Championships 2019,01:05.07,20/04/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,34,34,619,Bridgetown,BAR
32nd CCCAN Swimming Championships 2019,01:05.09,29/06/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,35,35,619,Bridgetown,BAR
Jamaican Junior National Championships (50m),01:05.10,21/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,36,36,618,Kingston,JAM
34th CARIFTA Swimming Championships 2019,01:05.12,20/04/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"MACDONALD, Emily",F,17/07/2003,,,37,37,618,Bridgetown,BAR
7th FINA World Junior Swimming Championships 2019,01:05.17,24/08/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,38,38,616,Budapest,HUN
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,01:05.19,02/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,39,39,616,Kingston,JAM
ASATT Invitational Swimming Championships,01:05.44,13/12/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,40,40,609,Balmain,TTO
34th CARIFTA Swimming Championships 2019,01:05.77,20/04/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,41,41,600,Bridgetown,BAR
Walter Rogers Age Group Swimming National Championships 2019,01:05.81,22/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,42,42,599,Kingston,JAM
34th CARIFTA Swimming Championships 2019,01:05.85,20/04/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"MACDONALD, Emily",F,17/07/2003,,,43,43,598,Bridgetown,BAR
XXIII Juegos CAC-Barranquilla,01:05.91,25/07/2018,Women 100 Butterfly LCM Female,JAM,Jamaica,"MACDONALD, Emily",F,17/07/2003,,,44,44,596,Barranquilla,COL
20th Commonwealth Games 2014,01:06.03,24/07/2014,Women 100 Butterfly LCM Female,JAM,Jamaica,"BAILEY, Zara",F,03/12/1995,,,45,45,609,Glasgow,GBR
15th FINA World Championships 2013,01:06.07,04/08/2013,Women 100 Butterfly LCM Female,JAM,Jamaica,"BAILEY, Zara",F,03/12/1995,,,46,46,608,Barcelona,ESP
UANA Swimming Cup,01:06.57,22/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,47,47,578,Lima,PER
32nd CCCAN Swimming Championships 2019,01:07.17,29/06/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"HODGE, Ashley",F,14/06/2004,,,48,48,563,Bridgetown,BAR
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,01:07.24,27/01/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,49,49,561,Kingston,JAM
CCCAN Championships,01:07.31,27/06/2021,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,50,50,559,San Juan,PUR
UANA Qualifier For Tokyo hosted by Azura and Montverde Swimming 2021,01:07.43,01/05/2021,Women 100 Butterfly LCM Female,JAM,Jamaica,"MACDONALD, Emily",F,17/07/2003,,,51,51,556,Orlando,USA
20th Commonwealth Games 2014,01:07.48,28/07/2014,Women 100 Butterfly LCM Female,JAM,Jamaica,"PATRICK, Trudiann",F,21/09/1995,,,52,52,570,Glasgow,GBR
CCCAN Championships,01:07.49,27/06/2021,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,53,53,555,San Juan,PUR
Walter Rogers Age Group Swimming National Championships 2019,01:07.54,22/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,54,54,554,Kingston,JAM
18th Commonwealth Games 2006,01:08.28,18/03/2006,Women 100 Butterfly LCM Female,JAM,Jamaica,"SWABY, Tamara",F,06/12/1979,,,55,55,,Melbourne,AUS
32nd CCCAN Swimming Championships 2019,01:08.75,29/06/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"HODGE, Ashley",F,14/06/2004,,,56,56,525,Bridgetown,BAR
34th CARIFTA Swimming Championships 2019,01:09.02,20/04/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"VALE, Simone O",F,03/10/2003,,,57,57,519,Bridgetown,BAR
11th FINA World Championships 2005,01:09.15,31/07/2005,Women 100 Butterfly LCM Female,JAM,Jamaica,"ATKINSON, Alia",F,11/12/1988,,,58,58,,Montreal,CAN
CCCAN Championships,01:09.46,27/06/2021,Women 100 Butterfly LCM Female,JAM,Jamaica,"SHIRLEY, Christanya",F,03/12/2007,,,59,59,509,San Juan,PUR
32nd CCCAN Swimming Championships 2019,01:09.58,29/06/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"VALE, Simone O",F,03/10/2003,,,60,60,506,Bridgetown,BAR
Tornadoes Invitational Swim Meet,01:09.67,24/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,61,61,504,Kingstown,JAM
19th Commonwealth Games 2010,01:09.78,03/10/2010,Women 100 Butterfly LCM Female,JAM,Jamaica,"ROYAL-EATMON, Alexia",F,14/10/1994,,,62,62,518,Delhi,IND
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,01:09.90,02/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,63,63,500,Kingston,JAM
UANA Swimming Cup,01:10.01,22/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"BANKS, Gabrianna",F,14/09/2002,,,64,64,497,Lima,PER
34th CARIFTA Swimming Championships 2019,01:10.17,20/04/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,65,65,494,Bridgetown,BAR
Jamaican Junior National Championships (50m),01:10.18,22/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,66,66,494,Kingston,JAM
34th CARIFTA Swimming Championships 2019,01:10.31,20/04/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"VALE, Simone O",F,03/10/2003,,,67,67,491,Bridgetown,BAR
32nd CCCAN Swimming Championships 2019,01:10.58,29/06/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"BROWN, Saidah",F,04/11/2006,,,68,68,485,Bridgetown,BAR
CCCAN Championships,01:10.84,27/06/2021,Women 100 Butterfly LCM Female,JAM,Jamaica,"SHIRLEY, Christanya",F,03/12/2007,,,69,69,480,San Juan,PUR
32nd CCCAN Swimming Championships 2019,01:10.87,29/06/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"BANKS, Gabrianna",F,14/09/2002,,,70,70,479,Bridgetown,BAR
UANA Qualifier For Tokyo hosted by Azura and Montverde Swimming 2021,01:10.99,01/05/2021,Women 100 Butterfly LCM Female,JAM,Jamaica,"VALE, Simone O",F,03/10/2003,,,71,71,477,Orlando,USA
Jamaican Junior National Championships (50m),01:11.10,21/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,72,72,475,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,01:11.11,02/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"HEAVEN, Aliyah",F,30/12/2005,,,73,73,474,Kingston,JAM
32nd CCCAN Swimming Championships 2019,01:11.16,29/06/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"BROWN, Saidah",F,04/11/2006,,,74,74,473,Bridgetown,BAR
Walter Rogers Age Group Swimming National Championships 2019,01:11.29,22/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,75,75,471,Kingston,JAM
32nd CCCAN Swimming Championships 2019,01:11.75,29/06/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,76,76,462,Bridgetown,BAR
Neville Alexander Memorial Swim Meet 2019,01:11.77,04/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"BROWN, Saidah",F,04/11/2006,,,77,77,461,Kingston,JAM
Jamaican Junior National Championships (50m),01:11.89,22/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"HEAVEN, Aliyah",F,30/12/2005,,,78,78,459,Kingston,JAM
Neville Alexander Memorial Swim Meet 2019,01:11.93,04/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,79,79,458,Kingston,JAM
Tornadoes Invitational Swim Meet,01:12.01,24/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"BROWN, Saidah",F,04/11/2006,,,80,80,457,Kingstown,JAM
32nd CCCAN Swimming Championships 2019,01:12.11,29/06/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,81,81,455,Bridgetown,BAR
34th CARIFTA Swimming Championships 2019,01:12.29,20/04/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,82,82,452,Bridgetown,BAR
Jamaican Junior National Championships (50m),01:12.31,21/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"HEAVEN, Aliyah",F,30/12/2005,,,83,83,451,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,01:12.84,02/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"SHIRLEY, Christanya",F,03/12/2007,,,84,84,441,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,01:12.87,22/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"BROWN, Saidah",F,04/11/2006,,,85,85,441,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,01:13.18,22/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"SHIRLEY, Christanya",F,03/12/2007,,,86,86,435,Kingston,JAM
UANA Swimming Cup,01:13.20,22/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"SHIRLEY, Christanya",F,03/12/2007,,,87,87,435,Lima,PER
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,01:13.33,27/01/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"HEAVEN, Aliyah",F,30/12/2005,,,88,88,433,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,01:13.35,22/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,89,89,432,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,01:13.38,02/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,90,90,432,Kingston,JAM
Jamaican Junior National Championships (50m),01:13.63,21/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,91,91,427,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,01:14.23,22/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"SHIRLEY, Christanya",F,03/12/2007,,,92,92,417,Kingston,JAM
Tornadoes Invitational Swim Meet,01:14.49,24/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"SHIRLEY, Christanya",F,03/12/2007,,,93,93,413,Kingstown,JAM
Neville Alexander Memorial Swim Meet 2019,01:14.75,04/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,94,94,408,Kingston,JAM
Tornadoes Invitational Swim Meet,01:15.68,24/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,95,95,393,Kingstown,JAM
Jamaican Junior National Championships (50m),01:15.69,23/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"LYN, Sabrina",F,26/04/2004,,,96,96,393,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,01:16.25,02/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,97,97,385,Kingston,JAM
Tornadoes Invitational Swim Meet,01:16.53,24/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"HEAVEN, Aliyah",F,30/12/2005,,,98,98,380,Kingstown,JAM
Walter Rogers Age Group Swimming National Championships 2019,01:16.62,22/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"ANDERSON, Brianna",F,06/11/2002,,,99,99,379,Kingston,JAM
Neville Alexander Memorial Swim Meet 2019,01:16.93,04/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,100,100,375,Kingston,JAM
Jamaican Junior National Championships (50m),01:17.68,22/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,101,101,364,Kingston,JAM
ASATT Invitational Swimming Championships,01:19.66,11/12/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"ALVARANGA, Zaneta",F,09/12/2004,,,102,102,337,Balmain,TTO
Walter Rogers Age Group Swimming National Championships 2019,01:19.80,22/02/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"BROWN, Saidah",F,04/11/2006,,,103,103,336,Kingston,JAM
Tornadoes Invitational Swim Meet,01:19.88,24/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,104,104,335,Kingstown,JAM
Jamaican Junior National Championships (50m),01:21.07,23/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,105,105,320,Kingston,JAM
Jamaican Junior National Championships (50m),01:21.92,22/02/2020,Women 100 Butterfly LCM Female,JAM,Jamaica,"WAINWRIGHT, Leanna A",F,12/05/2006,,,106,106,310,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,01:24.54,27/01/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,107,107,282,Kingston,JAM
ASATT Invitational Swimming Championships,01:25.93,11/12/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"FRANCIS, Giani",F,26/06/2006,,,108,108,269,Balmain,TTO
Neville Alexander Memorial Swim Meet 2019,01:38.75,04/05/2019,Women 100 Butterfly LCM Female,JAM,Jamaica,"HUNTER, Ireland",F,15/09/2005,,,109,109,177,Kingston,JAM
