meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Walter Rogers Age Group Swimming National Championships 2019,02:26.49,21/02/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,27,27,445,Kingston,JAM
Neville Alexander Memorial Swim Meet 2019,02:26.84,05/05/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,28,28,442,Kingston,JAM
Jamaican Junior National Championships (50m),02:28.78,20/02/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"DENNY, Nelson",M,16/09/2006,,,29,29,425,Kingston,JAM
32nd CCCAN Swimming Championships 2019,02:29.24,02/07/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,30,30,421,Bridgetown,BAR
Jamaican Junior National Championships (50m),02:29.38,20/02/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,31,31,420,Kingston,JAM
Tornadoes Invitational Swim Meet,02:31.38,25/05/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"ADAMS, Chester",M,12/09/2001,,,32,32,404,Kingstown,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:31.60,02/02/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"DENNY, Nelson",M,16/09/2006,,,33,33,402,Kingston,JAM
Jamaican Junior National Championships (50m),02:31.61,20/02/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,34,34,402,Kingston,JAM
32nd CCCAN Swimming Championships 2019,02:31.93,02/07/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,35,35,399,Bridgetown,BAR
Tornadoes Invitational Swim Meet,02:32.78,25/05/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,36,36,393,Kingstown,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:33.70,02/02/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"LOZER, Kaheem",M,08/12/2004,,,37,37,386,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:34.14,02/02/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,38,38,382,Kingston,JAM
Kent ASA Swimming Championships 2020,02:34.38,26/01/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"LYNCH, Jaedon",M,27/04/2005,,,39,39,381,London,GBR
Jamaican Junior National Championships (50m),02:34.61,20/02/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"LOZER, Kaheem",M,08/12/2004,,,40,40,379,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:35.11,21/02/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,41,41,375,Kingston,JAM
Tornadoes Invitational Swim Meet,02:37.03,25/05/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,42,42,362,Kingstown,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,02:38.12,27/01/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,43,43,354,Kingston,JAM
34th CARIFTA Swimming Championships 2019,02:38.39,23/04/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,44,44,352,Bridgetown,BAR
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,02:38.56,02/02/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,45,45,351,Kingston,JAM
Tornadoes Invitational Swim Meet,02:39.14,25/05/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,46,46,347,Kingstown,JAM
ASATT Invitational Swimming Championships,02:40.17,13/12/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"LOZER, Kaheem",M,08/12/2004,,,47,47,341,Balmain,TTO
Walter Rogers Age Group Swimming National Championships 2019,02:40.73,21/02/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,48,48,337,Kingston,JAM
Tornadoes Invitational Swim Meet,02:41.34,25/05/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"PAYNE, Jordane",M,05/06/2001,,,49,49,333,Kingstown,JAM
Neville Alexander Memorial Swim Meet 2019,02:42.05,05/05/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,50,50,329,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:42.08,21/02/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"JACKSON-BLAINE, Zachary",M,10/05/2004,,,51,51,329,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,02:43.62,21/02/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"DENNY, Nelson",M,16/09/2006,,,52,52,320,Kingston,JAM
32nd CCCAN Swimming Championships 2019,02:45.27,02/07/2019,Men 200 Backstroke LCM Male,JAM,Jamaica,"JACKSON-BLAINE, Zachary",M,10/05/2004,,,53,53,310,Bridgetown,BAR
Jamaican Junior National Championships (50m),02:45.29,20/02/2020,Men 200 Backstroke LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,54,54,310,Kingston,JAM
