meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,04:31.40,01/02/2020,Men 400 Freestyle LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,19,19,533,Kingston,JAM
Tornadoes Invitational Swim Meet,04:33.94,25/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,20,20,518,Kingstown,JAM
34th CARIFTA Swimming Championships 2019,04:34.19,23/04/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,21,21,517,Bridgetown,BAR
Neville Alexander Memorial Swim Meet 2019,04:35.83,05/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,22,22,507,Kingston,JAM
Tornadoes Invitational Swim Meet,04:36.33,25/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,23,23,505,Kingstown,JAM
Jamaican Junior National Championships (50m),04:36.75,23/02/2020,Men 400 Freestyle LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,24,24,502,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,04:37.03,24/02/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"ADAMS, Chester",M,12/09/2001,,,25,25,501,Kingston,JAM
32nd CCCAN Swimming Championships 2019,04:37.31,02/07/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,26,26,499,Bridgetown,BAR
CCCAN Championships,04:37.65,27/06/2021,Men 400 Freestyle LCM Male,JAM,Jamaica,"DENNY, Nelson",M,16/09/2006,,,27,27,497,San Juan,PUR
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,04:38.28,01/02/2020,Men 400 Freestyle LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,28,28,494,Kingston,JAM
Tornadoes Invitational Swim Meet,04:38.51,25/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"PAYNE, Jordane",M,05/06/2001,,,29,29,493,Kingstown,JAM
Jamaican Junior National Championships (50m),04:39.69,23/02/2020,Men 400 Freestyle LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,30,30,487,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,04:40.04,24/02/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,31,31,485,Kingston,JAM
Neville Alexander Memorial Swim Meet 2019,04:40.91,05/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,32,32,480,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,04:41.42,24/02/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,33,33,478,Kingston,JAM
32nd CCCAN Swimming Championships 2019,04:42.80,02/07/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"DENNY, Nelson",M,16/09/2006,,,34,34,471,Bridgetown,BAR
Neville Alexander Memorial Swim Meet 2019,04:43.98,05/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"PAYNE, Jordane",M,05/06/2001,,,35,35,465,Kingston,JAM
Tornadoes Invitational Swim Meet,04:45.27,25/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"MAIR, Daniel",M,22/07/2005,,,36,36,459,Kingstown,JAM
Walter Rogers Age Group Swimming National Championships 2019,04:45.37,21/02/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"ADAMS, Chester",M,12/09/2001,,,37,37,458,Kingston,JAM
Jamaican Junior National Championships (50m),04:45.44,23/02/2020,Men 400 Freestyle LCM Male,JAM,Jamaica,"DENNY, Nelson",M,16/09/2006,,,38,38,458,Kingston,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational 2020,04:45.70,01/02/2020,Men 400 Freestyle LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,39,39,457,Kingston,JAM
CCCAN Championships,04:45.90,27/06/2021,Men 400 Freestyle LCM Male,JAM,Jamaica,"DENNY, Nelson",M,16/09/2006,,,40,40,456,San Juan,PUR
32nd CCCAN Swimming Championships 2019,04:47.35,02/07/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"GYLES, Rin",M,20/02/2003,,,41,41,449,Bridgetown,BAR
Neville Alexander Memorial Swim Meet 2019,04:49.87,03/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"PAYNE, Jordane",M,05/06/2001,,,42,42,437,Kingston,JAM
Tornadoes Invitational Swim Meet,04:51.94,25/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,43,43,428,Kingstown,JAM
Y Speedos Swim Club Karl Dalhouse Memorial Invitational Swim Meet 2019,04:53.41,26/01/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,44,44,421,Kingston,JAM
Tornadoes Invitational Swim Meet,04:55.06,25/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"THOMAS, Nathaniel",M,16/07/2004,,,45,45,414,Kingstown,JAM
Neville Alexander Memorial Swim Meet 2019,04:55.76,05/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,46,46,411,Kingston,JAM
Neville Alexander Memorial Swim Meet 2019,05:00.30,03/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"SINCLAIR, Kyle",M,17/09/2002,,,47,47,393,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,05:00.37,24/02/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"DENNY, Nelson",M,16/09/2006,,,48,48,393,Kingston,JAM
Neville Alexander Memorial Swim Meet 2019,05:00.60,03/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,49,49,392,Kingston,JAM
Walter Rogers Age Group Swimming National Championships 2019,05:00.66,24/02/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,50,50,392,Kingston,JAM
Jamaican Junior National Championships (50m),05:04.62,23/02/2020,Men 400 Freestyle LCM Male,JAM,Jamaica,"BALFOUR, Adrian",M,01/07/2005,,,51,51,377,Kingston,JAM
Tornadoes Invitational Swim Meet,05:10.06,25/05/2019,Men 400 Freestyle LCM Male,JAM,Jamaica,"CAMPBELL, Kito",M,14/06/2003,,,52,52,357,Kingstown,JAM
Jamaican Junior National Championships (50m),05:13.77,23/02/2020,Men 400 Freestyle LCM Male,JAM,Jamaica,"LOZER, Kaheem",M,08/12/2004,,,53,53,345,Kingston,JAM
